City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,kone,-21.0595,164.8658,20.27,59,5,3.33,NC,1691532936
284,port mathurin,-19.6833,63.4167,22.44,65,14,9.9,MU,1691532939
285,bangassou,4.7413,22.8184,20.2,99,85,1.05,CF,1691533272
286,filingue,14.3521,3.3168,27.7,65,100,3.31,NE,1691533272
287,lushun,38.8,121.2667,25.12,81,10,4.67,CN,1691533272
288,yuzhno-kurilsk,44.0306,145.8556,17.97,100,100,2.97,RU,1691532935
289,portland,45.5234,-122.6762,31.66,44,20,4.12,US,1691533067
290,coxim,-18.5067,-54.76,30.92,25,1,1.16,BR,1691533273
291,luneville,48.6,6.5,17.94,72,100,2.95,FR,1691533273
292,bima,-8.4667,118.7167,20.93,93,11,1.72,ID,1691533216
293,corner brook,48.9667,-57.9484,20.09,64,48,2.09,CA,1691533274
294,arkhangel'sk,64.5401,40.5433,14.03,91,6,2.38,RU,1691533274
295,port hedland,-20.3167,118.5667,15.03,67,1,2.06,AU,1691532952
296,kisangani,0.5167,25.2,21.51,97,93,0.95,CD,1691532927
297,richfield,44.8833,-93.283,29.16,42,20,5.14,US,1691533274
298,sydney,-33.8679,151.2073,11.88,87,40,4.12,AU,1691532602
299,mili,6.0815,171.735,28.14,77,96,5.77,MH,1691533274
300,hithadhoo,-0.6,73.0833,27.36,75,100,2.26,MV,1691532913
301,klyuchi,52.2667,79.1667,18.37,46,42,0.72,RU,1691532907
302,zelenoborskiy,66.845,32.3622,12.59,86,13,2.49,RU,1691533274
303,puerto leguizamo,-0.1934,-74.7819,23.99,96,96,1.28,CO,1691533274
304,tesistan,20.7833,-103.4833,29.57,31,18,1.92,MX,1691533274
305,moussoro,13.6408,16.4901,27.16,68,81,5.18,TD,1691533275
306,bambanglipuro,-7.95,110.2833,20.77,89,14,1.67,ID,1691533275
307,pico truncado,-46.7949,-67.9573,10.15,43,100,8.7,AR,1691533275
308,mthatha,-31.5889,28.7844,10.31,87,39,2.06,ZA,1691533065
309,midvagur,62.0511,-7.1939,8.46,81,100,11.32,FO,1691533275
310,opuwo,-18.0607,13.84,17.58,30,5,2.08,NA,1691533275
311,howrah,22.5892,88.3103,27.0,94,75,1.54,IN,1691533275
312,tshabong,-26.05,22.45,14.23,19,72,3.41,BW,1691533275
313,aykhal,66.0,111.5,17.0,62,11,2.62,RU,1691533275
314,ancud,-41.8697,-73.8203,10.05,95,100,4.94,CL,1691532916
315,dolinsk,47.35,142.8,14.95,98,100,2.64,RU,1691533275
316,blakely,41.4809,-75.5946,21.3,86,100,2.06,US,1691533276
317,sao joao da barra,-21.6403,-41.0511,23.05,88,15,7.29,BR,1691532688
318,smithers,54.7804,-127.1743,19.18,63,100,6.17,CA,1691533276
319,aoulef,26.9667,1.0833,38.01,14,0,7.79,DZ,1691533276
320,gay,51.4666,58.4552,12.29,89,3,3.26,RU,1691533276
321,miramichi,47.0043,-65.4654,15.7,97,100,3.89,CA,1691533143
322,alice springs,-23.7,133.8833,8.75,66,0,2.57,AU,1691532733
323,khandyga,62.6667,135.6,15.25,59,89,0.16,RU,1691533276
324,katabu,-4.9333,122.5167,22.93,88,62,2.82,ID,1691533276
325,ust'-kulom,61.6864,53.6902,12.75,82,43,1.72,RU,1691533277
326,rifle,39.5347,-107.7831,30.33,8,0,5.66,US,1691533277
327,sao miguel do guama,-1.6267,-47.4833,24.3,95,58,2.29,BR,1691533277
328,illizi,26.4833,8.4667,34.89,20,20,8.67,DZ,1691533277
329,fortuna,40.5982,-124.1573,22.18,75,0,6.17,US,1691532753
330,acarau,-2.8856,-40.12,25.9,82,41,8.71,BR,1691532923
331,maxixe,-23.8597,35.3472,18.89,76,10,3.89,MZ,1691533277
332,saint-francois,46.4154,3.9054,15.69,77,0,1.03,FR,1691532935
333,broken hill,-31.95,141.4333,9.98,56,6,4.1,AU,1691533277
334,sitka,57.0531,-135.33,15.94,77,100,1.54,US,1691532923
335,launceston,-41.45,147.1667,7.31,100,75,3.09,AU,1691533277
336,badger,64.8,-147.5333,20.63,89,100,3.09,US,1691532719
337,kulhudhuffushi,6.6221,73.07,27.71,78,100,5.83,MV,1691533278
338,pago pago,-14.2781,-170.7025,30.55,79,20,4.63,AS,1691533278
339,ca mau,9.1769,105.15,25.66,87,4,2.01,VN,1691533278
340,mana,5.6592,-53.7767,26.19,85,89,3.91,GF,1691533278
341,nogliki,51.8333,143.1667,15.46,72,100,0.34,RU,1691533166
342,puerto francisco de orellana,-0.4667,-76.9667,30.03,62,75,1.54,EC,1691533278
343,santo antonio do sudoeste,-26.0736,-53.7253,17.7,94,100,1.95,BR,1691533278
344,hawkesbury,45.6001,-74.616,23.36,85,98,4.15,CA,1691533279
345,les cayes,18.2,-73.75,29.79,74,53,3.23,HT,1691532928
346,talara,-4.5772,-81.2719,26.42,69,0,6.54,PE,1691533279
347,valdez,1.2492,-78.9831,27.15,79,99,5.28,EC,1691533279
348,colonia,50.9333,6.95,16.09,88,75,2.06,DE,1691532784
349,bogale,16.2833,95.4,25.68,92,100,3.89,MM,1691533279
350,olyokminsk,60.3736,120.4264,17.61,78,66,1.81,RU,1691533279
351,samarinda,-0.5,117.15,22.51,94,35,0.95,ID,1691533209
352,highland city,27.9653,-81.8779,36.68,61,40,5.14,US,1691533279
353,sorong,-0.8833,131.25,24.28,87,100,6.0,ID,1691533279
354,grafenhainichen,51.7333,12.45,15.72,74,83,1.34,DE,1691533279
355,pangkalanbuun,-2.6833,111.6167,22.26,92,89,1.12,ID,1691533279
356,olinda,-8.0089,-34.8553,25.85,78,40,3.09,BR,1691533280
357,vilyuchinsk,52.9306,158.4028,15.15,55,53,2.03,RU,1691532943
358,houlton,46.1262,-67.8403,17.23,94,100,2.57,US,1691533280
359,susuman,62.7833,148.1667,8.58,55,95,0.26,RU,1691533118
360,arteche,12.2645,125.4048,26.67,84,91,2.87,PH,1691533280
361,mumford,5.2618,-0.759,24.0,91,62,6.08,GH,1691533280
362,kudahuvadhoo,2.6708,72.8944,27.28,76,94,2.58,MV,1691533280
363,lynchburg,37.4138,-79.1423,27.95,60,0,2.57,US,1691533200
364,alupka,44.4167,34.05,19.69,82,2,5.52,UA,1691533281
365,langarud,37.197,50.1535,26.73,67,0,1.17,IR,1691533281
366,itacare,-14.2775,-38.9967,22.46,81,1,2.33,BR,1691533281
367,kidal,18.4411,1.4078,28.91,49,85,8.29,ML,1691533112
368,gurh,24.5167,81.5167,26.43,73,100,4.28,IN,1691533281
369,rabaul,-4.1967,152.1721,26.39,81,65,7.86,PG,1691533281
370,sandnessjoen,66.0217,12.6316,22.06,46,40,8.75,NO,1691532750
371,poronaysk,49.2167,143.1167,14.41,87,100,1.25,RU,1691533281
372,lorengau,-2.0226,147.2712,27.47,79,95,6.97,PG,1691533281
373,achit,56.7985,57.8994,14.25,94,0,1.87,RU,1691533282
374,parauna,-16.9478,-50.4486,26.81,24,3,2.38,BR,1691533282
375,sundumbili,-29.1337,31.3975,19.05,74,54,5.19,ZA,1691533282
376,gedo,9.0167,37.45,10.94,98,100,1.06,ET,1691533282
377,oranjemund,-28.55,16.4333,12.37,92,3,5.16,NA,1691532710
378,tchintabaraden,15.8969,5.7985,29.79,54,100,2.53,NE,1691533282
379,lazaro cardenas,17.9583,-102.2,31.78,70,2,5.65,MX,1691533282
380,ouro sogui,15.6,-13.3167,33.54,27,7,3.04,SN,1691533283
381,arraial do cabo,-22.9661,-42.0278,21.92,83,100,4.63,BR,1691532958
382,eregli,37.5133,34.0467,27.38,35,0,2.39,TR,1691533283
383,la rinconada,37.4873,-5.9826,32.1,49,0,3.6,ES,1691533283
384,tynda,55.1667,124.7167,15.76,75,100,0.64,RU,1691533283
385,holualoa,19.6228,-155.9522,29.91,60,0,6.69,US,1691532933
386,masterton,-40.9597,175.6575,6.05,83,3,1.02,NZ,1691533283
387,dolores,-36.3132,-57.6792,6.13,90,86,3.42,AR,1691533283
388,along,28.1667,94.7667,24.77,99,100,0.14,IN,1691533283
389,whangarei,-35.7317,174.3239,11.12,74,84,2.15,NZ,1691533284
390,sidi aissa,35.8855,3.7724,30.2,25,8,3.1,DZ,1691533284
391,benjamin hill,30.1667,-111.1,36.42,31,8,3.0,MX,1691533284
392,machico,32.7,-16.7667,23.73,82,40,1.54,PT,1691533284
393,walvis bay,-22.9575,14.5053,14.53,77,5,0.51,NA,1691533284
394,kargasok,59.0556,80.8572,14.29,72,95,2.95,RU,1691533284
395,salahonda,2.1019,-78.7217,27.2,79,62,5.67,CO,1691533284
396,kavaratti,10.5669,72.642,27.98,75,100,7.7,IN,1691532937
397,corinto,37.9407,22.9573,27.16,65,1,1.89,GR,1691533284
398,hafnarfjordur,64.0671,-21.9377,12.93,71,0,1.54,IS,1691533285
399,canton,23.1167,113.25,28.97,64,88,2.43,CN,1691532712
400,lively,46.4334,-81.1498,26.51,41,85,2.78,CA,1691533285
401,sogndal,61.2283,7.1003,12.21,93,100,4.63,NO,1691533285
402,antsiranana,-12.2787,49.2917,21.73,81,7,5.11,MG,1691532955
403,az zuwaytinah,30.9522,20.1202,26.43,63,0,7.44,LY,1691533285
404,nelson bay,-32.7167,152.15,12.78,95,10,3.13,AU,1691533285
405,newman,37.3138,-121.0208,36.14,22,0,5.36,US,1691532923
406,iskateley,67.6803,53.1512,9.52,74,87,0.67,RU,1691532919
407,ulsteinvik,62.3432,5.8487,14.31,96,99,4.02,NO,1691533285
408,igrim,63.1906,64.4162,13.43,80,98,2.93,RU,1691533285
409,enewetak,11.3474,162.3373,28.67,76,98,7.08,MH,1691532948
410,raja,8.4596,25.678,20.95,96,100,1.66,SS,1691533286
411,princeton,25.5384,-80.4089,32.79,76,40,2.57,US,1691533102
412,tudela,42.0617,-1.6045,24.5,37,0,2.94,ES,1691533286
413,sassandra,4.95,-6.0833,23.81,91,90,4.53,CI,1691533286
414,karoi,-16.8099,29.6925,13.81,65,1,2.25,ZW,1691533286
415,el granada,37.5027,-122.4694,30.45,69,100,6.69,US,1691533286
416,robertsport,6.7533,-11.3686,25.43,88,46,6.3,LR,1691533287
417,saint-philippe,-21.3585,55.7679,18.77,78,37,3.28,RE,1691532949
418,bhayavadar,21.85,70.25,26.07,82,99,5.92,IN,1691533287
419,stephenville,32.2207,-98.2023,41.81,22,0,4.63,US,1691533287
420,abeche,13.8292,20.8324,24.1,81,92,2.36,TD,1691533287
421,jiangyou,31.7667,104.7167,24.09,90,13,1.47,CN,1691533287
422,latnaya,51.6586,38.9011,15.94,74,0,3.02,RU,1691533287
423,wenling,28.3669,121.36,26.59,89,22,1.25,CN,1691533287
424,vrangel',42.7297,133.0839,19.08,98,100,3.23,RU,1691533288
425,selfoss,63.9331,-20.9971,11.69,83,79,0.76,IS,1691532925
426,ambodifotatra,-16.9833,49.85,22.57,75,41,3.0,MG,1691533288
427,palangkaraya,-2.2,113.8333,21.63,88,60,0.92,ID,1691533288
428,anapa,44.8908,37.3239,22.19,83,0,0.0,RU,1691533288
429,corbelia,-24.7989,-53.3067,16.64,97,89,4.92,BR,1691533288
430,mar del plata,-38.0023,-57.5575,10.61,75,0,3.6,AR,1691532945
431,mahdia,35.5047,11.0622,24.97,60,0,1.28,TN,1691533288
432,minas de marcona,-15.2119,-75.1103,15.56,71,3,5.97,PE,1691532919
433,bubaque,11.2833,-15.8333,27.27,88,74,5.99,GW,1691532940
434,vila velha,-20.3297,-40.2925,22.97,89,40,6.69,BR,1691533288
435,lompoc,34.6391,-120.4579,24.88,69,10,2.68,US,1691532768
436,tuensang,26.2833,94.8333,21.85,99,94,0.86,IN,1691533289
437,bandarbeyla,9.4942,50.8122,23.75,84,55,13.16,SO,1691533289
438,floro,61.5996,5.0328,11.09,93,100,7.2,NO,1691533289
439,lamu,-2.2717,40.902,24.1,84,11,7.59,KE,1691532726
440,holetown,13.1867,-59.6381,29.02,76,91,5.31,BB,1691533289
441,prince albert,53.2001,-105.7677,18.97,55,40,3.6,CA,1691532936
442,aneho,6.2333,1.6,24.8,88,6,5.45,TG,1691533289
443,santa elena de uairen,4.6167,-61.1333,22.24,84,39,1.46,VE,1691532663
444,ust-tsilma,65.441,52.1498,10.28,77,25,0.56,RU,1691533289
445,alvaraes,-3.2208,-64.8042,32.93,45,92,1.32,BR,1691533289
446,kenora,49.8167,-94.4337,22.1,82,75,3.58,CA,1691533159
447,mirabad,30.4362,61.8383,31.78,19,0,9.5,AF,1691533289
448,port augusta,-32.5,137.7667,8.41,49,0,4.22,AU,1691533290
449,holbaek,55.7167,11.7167,13.01,76,100,7.15,DK,1691533290
450,al kharijah,25.4514,30.5464,34.87,28,1,7.6,EG,1691533290
451,kirsehir,39.3333,34.1667,22.59,60,0,4.89,TR,1691533290
452,riberalta,-10.9833,-66.1,33.11,52,69,2.06,BO,1691533290
453,nuuk,64.1835,-51.7216,7.71,81,20,2.57,GL,1691532925
454,miguel auza,24.2933,-103.4503,31.56,18,28,8.01,MX,1691532911
455,kourou,5.1552,-52.6478,28.03,84,80,3.94,GF,1691533291
456,hovd,48.0056,91.6419,19.47,54,100,1.69,MN,1691533291
457,saint-pol-sur-mer,51.0312,2.3398,17.25,46,100,6.7,FR,1691533291
458,chui,-33.6971,-53.4616,10.62,81,73,3.31,UY,1691533291
459,bengkulu,-3.8004,102.2655,23.52,93,42,2.42,ID,1691532941
460,hobyo,5.3505,48.5268,24.42,82,65,12.26,SO,1691533291
461,torghay,49.6339,63.4981,24.91,44,77,2.31,KZ,1691533291
462,paracuru,-3.41,-39.0306,26.73,82,55,6.85,BR,1691533291
463,beitbridge,-22.2167,30.0,16.25,43,0,3.62,ZW,1691533292
464,tongliao,43.6125,122.2653,18.71,89,98,2.29,CN,1691533292
465,nicoya,10.1483,-85.452,26.59,87,100,0.63,CR,1691533292
466,ranot,7.7777,100.3213,26.85,81,42,4.11,TH,1691533292
467,yambio,4.5721,28.3955,18.04,97,91,1.05,SS,1691533292
468,yaren,-0.5472,166.916,27.85,71,96,2.5,NR,1691533292
469,sao felix do xingu,-6.6447,-51.995,31.73,30,62,0.6,BR,1691532845
470,yeppoon,-23.1333,150.7333,16.88,81,24,5.88,AU,1691533265
471,harstad,68.799,16.5293,23.66,86,99,2.11,NO,1691533292
472,westport,41.1415,-73.3579,26.64,71,54,5.36,US,1691533270
473,praia da vitoria,38.7333,-27.0667,24.14,83,40,5.94,PT,1691533293
474,luorong,24.4058,109.6086,25.42,93,54,0.34,CN,1691533293
475,chibougamau,49.9168,-74.3659,13.79,88,100,5.14,CA,1691532962
476,barranca,-10.75,-77.7667,19.89,76,10,5.2,PE,1691533293
477,panaba,21.2833,-88.2667,34.85,47,9,9.72,MX,1691533293
478,mbekenyera,-10.0,38.9833,19.37,78,27,2.34,TZ,1691533293
479,maamba,-17.3667,27.15,16.98,50,1,0.95,ZM,1691533294
480,aripuana,-9.1667,-60.6333,30.86,40,36,1.3,BR,1691533294
481,darwin,-12.4611,130.8418,23.83,68,0,2.68,AU,1691533000
482,forquilhinha,-28.7475,-49.4722,13.73,76,100,1.17,BR,1691533294
483,shenkursk,62.1091,42.896,13.85,89,11,1.96,RU,1691533218
484,ridgecrest,35.6225,-117.6709,40.94,7,0,5.81,US,1691533294
485,alvand,36.3187,49.1678,16.92,72,0,1.3,IR,1691533294
486,havre,49.5833,0.3333,17.22,88,100,8.75,FR,1691533294
487,zima,53.9202,102.0442,14.38,98,100,0.81,RU,1691533294
488,manaus,-3.1019,-60.025,31.27,62,20,2.06,BR,1691533295
489,lubang,13.8584,120.124,28.43,80,91,5.9,PH,1691533295
490,fuyu,45.1833,124.8167,18.45,96,100,2.99,CN,1691533295
491,ayabaca,-4.6398,-79.7149,15.77,51,59,0.71,PE,1691533295
492,le rheu,48.1023,-1.7973,16.42,88,0,1.54,FR,1691533296
493,khovd,48.0056,91.6419,19.47,54,100,1.69,MN,1691532938
494,mount gambier,-37.8333,140.7667,6.6,69,0,4.83,AU,1691532929
495,diebougou,10.9667,-3.25,23.05,92,100,1.13,BF,1691533296
496,belyy yar,53.6039,91.3903,15.94,88,0,0.0,RU,1691533296
497,pekanbaru,0.5333,101.45,23.18,100,20,0.0,ID,1691533218
498,san antonio de pale,-1.4014,5.6325,23.7,77,2,5.58,GQ,1691533016
499,china,25.7,-99.2333,42.34,17,11,8.12,MX,1691533210
500,hirtshals,57.5881,9.9592,13.09,82,100,16.61,DK,1691533296
501,paranhos,-23.8928,-55.4311,21.81,63,70,2.67,BR,1691533296
502,acapulco de juarez,16.8634,-99.8901,31.9,70,20,5.14,MX,1691533296
503,dalnegorsk,44.5604,135.5701,17.41,95,100,0.43,RU,1691533297
504,idri,27.5,13.2667,30.0,24,0,4.9,LY,1691533297
505,tura,25.5198,90.2201,23.3,98,100,2.31,IN,1691532651
506,taounate,34.5,-4.8333,32.94,37,58,2.83,MA,1691533297
507,sabha,27.0377,14.4283,29.27,26,0,5.74,LY,1691532921
508,grootfontein,-19.5667,18.1167,16.94,34,77,2.01,NA,1691533229
509,rabo de peixe,37.8,-25.5833,22.73,83,40,4.12,PT,1691533297
510,dryden,49.7833,-92.7503,21.16,60,40,4.63,CA,1691533297
511,vallenar,-28.5708,-70.7581,16.99,44,73,1.5,CL,1691533298
512,porto novo,6.4965,2.6036,25.9,88,22,3.61,BJ,1691532964
513,coihueco,-36.6167,-71.8333,11.41,87,75,1.03,CL,1691533298
514,sungai penuh,-2.0833,101.3833,17.24,97,81,1.14,ID,1691533298
515,christchurch,-43.5333,172.6333,7.96,69,17,2.06,NZ,1691532642
516,caleta de carquin,-11.0925,-77.6267,20.77,74,8,5.6,PE,1691532957
517,ndjole,-0.1783,10.7649,24.94,74,72,2.49,GA,1691533298
518,ilinge,-31.9768,27.0427,10.04,79,89,1.77,ZA,1691533298
519,aberystwyth,52.4155,-4.0829,10.49,83,85,1.36,GB,1691533298
520,mukher,18.7,77.3667,23.92,81,98,4.36,IN,1691533298
521,amos,48.5669,-78.1162,21.24,61,83,2.07,CA,1691533299
522,flying fish cove,-10.4217,105.6791,23.82,88,100,5.66,CX,1691532925
523,saint david's,12.0333,-61.6667,29.26,72,39,3.85,GD,1691533299
524,tevriz,57.509,72.4042,16.83,68,53,1.79,RU,1691533299
525,giyani,-23.3025,30.7187,15.91,46,0,0.85,ZA,1691533299
526,urzhar,47.093,81.6294,19.22,72,70,1.89,KZ,1691533299
527,nyrany,49.7114,13.2119,16.91,62,100,2.68,CZ,1691533299
528,uliastay,47.7417,96.8444,17.81,51,100,1.13,MN,1691532927
529,vila franca do campo,37.7167,-25.4333,23.23,86,21,2.26,PT,1691532927
530,fale old settlement,-9.3852,-171.2468,27.95,76,94,5.41,TK,1691532668
531,tisul',55.7611,88.3122,12.73,80,22,1.38,RU,1691533299
532,ceres,37.5949,-120.9577,35.68,25,0,1.54,US,1691533293
533,anatuya,-28.4606,-62.8347,13.81,70,94,4.28,AR,1691533299
534,san blas,21.5167,-105.2667,36.94,71,57,4.28,MX,1691533300
535,odintsovo,55.678,37.2777,20.46,77,0,2.0,RU,1691533300
536,pierre,44.3683,-100.351,27.51,50,40,3.6,US,1691533300
537,upata,8.0086,-62.3989,29.55,78,95,0.62,VE,1691533300
538,loreto,22.2667,-101.9667,31.28,13,38,7.63,MX,1691533015
539,tebingtinggi,3.3285,99.1625,22.98,98,55,1.11,ID,1691533300
540,zaragoza,41.6561,-0.8773,27.25,45,0,3.09,ES,1691532935
541,afaahiti,-17.75,-149.2833,23.93,88,98,6.56,PF,1691532947
542,nago,26.5881,127.9761,27.47,92,97,7.09,JP,1691533120
543,santo antonio do ica,-3.1022,-67.9397,24.06,93,93,0.11,BR,1691533301
544,necochea,-38.5473,-58.7368,7.13,73,88,4.76,AR,1691533301
545,zyryanskoye,56.8306,86.6258,11.6,87,19,1.04,RU,1691533301
546,moissy-cramayel,48.6167,2.6,19.78,82,0,3.09,FR,1691533301
547,emerald,-23.5333,148.1667,14.08,66,0,2.77,AU,1691533301
548,ringkobing,56.0901,8.244,12.23,67,100,15.26,DK,1691533301
549,yuscaran,13.9333,-86.85,22.58,45,100,2.54,HN,1691533302
550,adolfo lopez mateos,28.4667,-107.3,29.96,23,60,2.72,MX,1691533302
551,marsa alam,25.0757,34.8918,33.68,35,0,3.34,EG,1691533302
552,metlili chaamba,32.2667,3.6333,34.52,14,0,1.54,DZ,1691533302
553,bandon,51.7469,-8.7425,15.77,96,94,1.49,IE,1691533121
554,trondheim,63.4305,10.3951,18.03,75,100,0.89,NO,1691533302
555,eyl,7.9803,49.8164,24.59,79,15,11.13,SO,1691533302
556,muang phonsavan,19.45,103.2167,19.12,100,100,0.82,LA,1691533302
557,lusaka,-15.4067,28.2871,11.14,71,0,1.03,ZM,1691533302
558,andkhoy,36.9529,65.1238,27.46,27,0,3.57,AF,1691533303
559,kotovo,50.3211,44.8012,25.43,38,57,4.37,RU,1691533303
560,palikir - national government center,6.9248,158.1611,26.47,89,100,3.09,FM,1691533303
561,balkanabat,39.5108,54.3671,32.21,21,0,1.73,TM,1691533303
562,coventry,52.4066,-1.5122,14.13,87,100,2.51,GB,1691533251
563,mangrol,21.1167,70.1167,26.98,83,100,7.31,IN,1691533303
564,rundu,-17.9333,19.7667,16.08,38,36,2.76,NA,1691533303
565,mpraeso,6.5932,-0.7346,21.13,97,100,2.42,GH,1691533303
